,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
26753,0394498216,Interview with the Vampire : Anniversary edition,ANNE RICE,1976,Knopf,http://images.amazon.com/images/P/0394498216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394498216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394498216.01.LZZZZZZZ.jpg
26756,0811808173,The Tattooed Map,Barbara Hodgson,1995,Chronicle Books,http://images.amazon.com/images/P/0811808173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811808173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811808173.01.LZZZZZZZ.jpg
26761,0811811409,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",Nick Bantock,1996,Chronicle Books,http://images.amazon.com/images/P/0811811409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811811409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811811409.01.LZZZZZZZ.jpg
26779,0440212812,Lost Souls,POPPY BRITE,1993,Dell,http://images.amazon.com/images/P/0440212812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212812.01.LZZZZZZZ.jpg
26806,0425168131,Conspiracy in Death,J. D. Robb,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425168131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425168131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425168131.01.LZZZZZZZ.jpg
26828,0345368932,All the Weyrs of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1992,Del Rey Books,http://images.amazon.com/images/P/0345368932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368932.01.LZZZZZZZ.jpg
26829,0312963297,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998,St. Martin's Press,http://images.amazon.com/images/P/0312963297.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312963297.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312963297.01.LZZZZZZZ.jpg
26861,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061000027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061000027.01.LZZZZZZZ.jpg
26864,0345311485,On the Beach,NEVIL SHUTE,1983,Ballantine Books,http://images.amazon.com/images/P/0345311485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311485.01.LZZZZZZZ.jpg
26905,0451205146,Black Hawk Down (Movie Tie-in),Mark Bowden,2002,Signet,http://images.amazon.com/images/P/0451205146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205146.01.LZZZZZZZ.jpg
26927,0312979517,The Tin Collectors : A Novel (A Shane Scully Novel),Stephen J. Cannell,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979517.01.LZZZZZZZ.jpg
26964,067169507X,SEAT OF THE SOUL,Gary Zukav,1990,Free Press,http://images.amazon.com/images/P/067169507X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067169507X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067169507X.01.LZZZZZZZ.jpg
26965,0252006860,Their eyes were watching God: A novel,Zora Neale Hurston,1978,University of Illinois Press,http://images.amazon.com/images/P/0252006860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0252006860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0252006860.01.LZZZZZZZ.jpg
26966,0449213943,All Quiet on the Western Front,Erich Maria Remarque,1995,Ballantine Books,http://images.amazon.com/images/P/0449213943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449213943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449213943.01.LZZZZZZZ.jpg
27011,1878424114,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,1995,New World Library,http://images.amazon.com/images/P/1878424114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424114.01.LZZZZZZZ.jpg
27061,0671704184,WEAVEWORLD (The Fantacy Classic),Clive Barker,1989,Pocket,http://images.amazon.com/images/P/0671704184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671704184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671704184.01.LZZZZZZZ.jpg
27074,0449217205,Straight,Dick Francis,1994,Fawcett Books,http://images.amazon.com/images/P/0449217205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449217205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449217205.01.LZZZZZZZ.jpg
27200,0140481346,Death of A Salesman,Arthur Miller,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140481346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140481346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140481346.01.LZZZZZZZ.jpg
27206,051513239X,The Music of the Spheres,Elizabeth Redfern,2002,Jove Books,http://images.amazon.com/images/P/051513239X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513239X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513239X.01.LZZZZZZZ.jpg
27241,0066212855,"Krakatoa : The Day the World Exploded: August 27, 1883",Simon Winchester,2003,HarperCollins,http://images.amazon.com/images/P/0066212855.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066212855.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066212855.01.LZZZZZZZ.jpg
27439,0671020307,Crystal (Orphans),V.C. Andrews,1998,Pocket,http://images.amazon.com/images/P/0671020307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671020307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671020307.01.LZZZZZZZ.jpg
27448,0894809946,What to Expect the Toddler Years,Arlene Eisenberg,1994,Workman Publishing,http://images.amazon.com/images/P/0894809946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894809946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894809946.01.LZZZZZZZ.jpg
27457,0553280945,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam,http://images.amazon.com/images/P/0553280945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280945.01.LZZZZZZZ.jpg
27458,0440445450,How to Eat Fried Worms,THOMAS ROCKWELL,1953,Yearling,http://images.amazon.com/images/P/0440445450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440445450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440445450.01.LZZZZZZZ.jpg
27546,0385504268,The Last Detective,ROBERT CRAIS,2003,Doubleday,http://images.amazon.com/images/P/0385504268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504268.01.LZZZZZZZ.jpg
27766,0345323440,Footfall,Larry Niven,1996,Del Rey Books,http://images.amazon.com/images/P/0345323440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345323440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345323440.01.LZZZZZZZ.jpg
27839,0425183181,A Little Magic,Nora Roberts,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425183181.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425183181.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425183181.01.LZZZZZZZ.jpg
27841,0553258478,Exodus,Leon Uris,1983,Bantam Books,http://images.amazon.com/images/P/0553258478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553258478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553258478.01.LZZZZZZZ.jpg
27870,0380703882,Communion : A True Story,Whitley Strieber,1988,Avon,http://images.amazon.com/images/P/0380703882.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380703882.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380703882.01.LZZZZZZZ.jpg
28000,0375703675,Dear Exile : The True Story of Two Friends Separated (for a Year) by an Ocean,HILARY LIFTIN,1999,Vintage,http://images.amazon.com/images/P/0375703675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703675.01.LZZZZZZZ.jpg
28003,0671528904,Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996,Pocket,http://images.amazon.com/images/P/0671528904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671528904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671528904.01.LZZZZZZZ.jpg
28053,0140086838,Ceremony (Contemporary American Fiction Series),Leslie Marmon Silko,1988,Penguin Books,http://images.amazon.com/images/P/0140086838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140086838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140086838.01.LZZZZZZZ.jpg
28075,0425114236,Accidental Tourist,Anne Tyler,1988,Penguin Putnam~mass,http://images.amazon.com/images/P/0425114236.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425114236.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425114236.01.LZZZZZZZ.jpg
28146,0802116698,Asleep,Banana Yoshimoto,2000,Pub Group West,http://images.amazon.com/images/P/0802116698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802116698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802116698.01.LZZZZZZZ.jpg
28214,0451171357,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,1996,Signet Book,http://images.amazon.com/images/P/0451171357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451171357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451171357.01.LZZZZZZZ.jpg
28249,0451165594,The I-5 Killer (Signet True Crime S.),Ann Rule,1989,Signet Book,http://images.amazon.com/images/P/0451165594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451165594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451165594.01.LZZZZZZZ.jpg
28517,0891075275,Piercing the Darkness,Frank E. Peretti,1989,Crossway Books,http://images.amazon.com/images/P/0891075275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891075275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891075275.01.LZZZZZZZ.jpg
28649,0553278592,Sweet Revenge,NORA ROBERTS,1997,Bantam,http://images.amazon.com/images/P/0553278592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278592.01.LZZZZZZZ.jpg
28719,0743456173,Just the Way You Are,Christina Dodd,2003,Pocket,http://images.amazon.com/images/P/0743456173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743456173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743456173.01.LZZZZZZZ.jpg
28836,0440945151,Killing Mr. Griffin (Laurel Leaf Books),Lois Duncan,1993,Laure Leaf,http://images.amazon.com/images/P/0440945151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440945151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440945151.01.LZZZZZZZ.jpg
28890,0451411137,Men in Kilts,Katie Macalister,2003,Onyx Books,http://images.amazon.com/images/P/0451411137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451411137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451411137.01.LZZZZZZZ.jpg
28920,0930289234,Watchmen,Alan Moore,1995,DC Comics,http://images.amazon.com/images/P/0930289234.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0930289234.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0930289234.01.LZZZZZZZ.jpg
28939,0061096083,The Bestseller,Olivia Goldsmith,1997,HarperTorch,http://images.amazon.com/images/P/0061096083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061096083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061096083.01.LZZZZZZZ.jpg
28942,0375507493,What Should I Do with My Life?,PO BRONSON,2002,Random House,http://images.amazon.com/images/P/0375507493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375507493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375507493.01.LZZZZZZZ.jpg
28953,0061013412,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch,http://images.amazon.com/images/P/0061013412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061013412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061013412.01.LZZZZZZZ.jpg
28972,0345387554,The Horse You Came In On,Martha Grimes,1996,Ballantine Books,http://images.amazon.com/images/P/0345387554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345387554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345387554.01.LZZZZZZZ.jpg
29007,0743436679,The Bone Vault,Linda Fairstein,2003,Pocket Star,http://images.amazon.com/images/P/0743436679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436679.01.LZZZZZZZ.jpg
29030,0451208862,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),Nancy Martin,2003,Signet Book,http://images.amazon.com/images/P/0451208862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208862.01.LZZZZZZZ.jpg
29067,0375422307,Persepolis : The Story of a Childhood (Alex Awards (Awards)),MARJANE SATRAPI,2003,Pantheon,http://images.amazon.com/images/P/0375422307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375422307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375422307.01.LZZZZZZZ.jpg
29078,067091021X,Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001,Viking Books,http://images.amazon.com/images/P/067091021X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067091021X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067091021X.01.LZZZZZZZ.jpg
29145,1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco,2003,Adams Media Corporation,http://images.amazon.com/images/P/1580628362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580628362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580628362.01.LZZZZZZZ.jpg
29162,0446364266,French Silk,Sandra Brown,1993,Warner Books,http://images.amazon.com/images/P/0446364266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364266.01.LZZZZZZZ.jpg
29203,1558745432,A 5th Portion of Chicken Soup for the Soul : 101 Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1998,Health Communications,http://images.amazon.com/images/P/1558745432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745432.01.LZZZZZZZ.jpg
29210,0811824829,52 Deck Series: 52 Ways to Celebrate Friendship,Lynn Gordon,2000,Chronicle Books,http://images.amazon.com/images/P/0811824829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811824829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811824829.01.LZZZZZZZ.jpg
29214,0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223604.01.LZZZZZZZ.jpg
29220,0425131769,Vital Signs,Robin Cook,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425131769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425131769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425131769.01.LZZZZZZZ.jpg
29351,0140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,2001,Penguin Books,http://images.amazon.com/images/P/0140296298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140296298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140296298.01.LZZZZZZZ.jpg
29557,0553573209,Firefly Beach,Luanne Rice,2001,Bantam Books,http://images.amazon.com/images/P/0553573209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573209.01.LZZZZZZZ.jpg
29570,0765340747,"The Pillars of Creation (Sword of Truth, Book 7)",Terry Goodkind,2002,Tor Books,http://images.amazon.com/images/P/0765340747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765340747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765340747.01.LZZZZZZZ.jpg
29663,0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins,http://images.amazon.com/images/P/0064471101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471101.01.LZZZZZZZ.jpg
29768,0451167783,A Streetcar Named Desire,Tennessee Williams,1989,Signet Book,http://images.amazon.com/images/P/0451167783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167783.01.LZZZZZZZ.jpg
29793,0140042210,A Portrait of the Artist As a Young Man,James Joyce,1989,Penguin USA,http://images.amazon.com/images/P/0140042210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042210.01.LZZZZZZZ.jpg
29951,0688163173,Shutter Island: A Novel,Dennis Lehane,2003,William Morrow,http://images.amazon.com/images/P/0688163173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688163173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688163173.01.LZZZZZZZ.jpg
29991,0425163717,Holiday in Death,J. D. Robb,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163717.01.LZZZZZZZ.jpg
30006,044661095X,Killing Time,Caleb Carr,2002,Warner Books,http://images.amazon.com/images/P/044661095X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661095X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661095X.01.LZZZZZZZ.jpg
30046,0740704818,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740704818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740704818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740704818.01.LZZZZZZZ.jpg
30099,0767908171,A Short History of Nearly Everything,Bill Bryson,2003,Broadway,http://images.amazon.com/images/P/0767908171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767908171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767908171.01.LZZZZZZZ.jpg
30104,0425153789,Immortal in Death,J. D. Robb,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425153789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425153789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425153789.01.LZZZZZZZ.jpg
30107,0451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1988,Signet Book,http://images.amazon.com/images/P/0451166604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166604.01.LZZZZZZZ.jpg
30215,0670691992,Talisman,Stephen King,1984,Viking Books,http://images.amazon.com/images/P/0670691992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670691992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670691992.01.LZZZZZZZ.jpg
30370,0140481389,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1976,Penguin Books,http://images.amazon.com/images/P/0140481389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140481389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140481389.01.LZZZZZZZ.jpg
30393,0380729342,Tales from Watership Down,Richard Adams,1998,Avon,http://images.amazon.com/images/P/0380729342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380729342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380729342.01.LZZZZZZZ.jpg
30554,0312925883,Not Without My Daughter,Betty Mahmoody,1993,St. Martin's Press,http://images.amazon.com/images/P/0312925883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312925883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312925883.01.LZZZZZZZ.jpg
30596,0446519723,Where the Heart Is: A Novel,Billie Letts,1995,Warner Books,http://images.amazon.com/images/P/0446519723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519723.01.LZZZZZZZ.jpg
30610,067173590X,SECRET DIARY OF LAURA PALMER (TWIN PEAKS) (A Twin Peaks Book),Jennifer Lynch,1990,Pocket,http://images.amazon.com/images/P/067173590X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067173590X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067173590X.01.LZZZZZZZ.jpg
30616,037541326X,Ash Wednesday,ETHAN HAWKE,2002,Knopf,http://images.amazon.com/images/P/037541326X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037541326X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037541326X.01.LZZZZZZZ.jpg
30661,1551668378,Halfway To Heaven,Susan Wiggs,2001,Mira,http://images.amazon.com/images/P/1551668378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668378.01.LZZZZZZZ.jpg
30677,0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684815451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684815451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684815451.01.LZZZZZZZ.jpg
30743,0743454529,"My Sister's Keeper : A Novel (Picoult, Jodi)",Jodi Picoult,2004,Atria,http://images.amazon.com/images/P/0743454529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743454529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743454529.01.LZZZZZZZ.jpg
30754,0373790899,"By the Book (Harlequin Blaze, No 85)",Nancy Warren,2003,Harlequin,http://images.amazon.com/images/P/0373790899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373790899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373790899.01.LZZZZZZZ.jpg
30771,1551667002,Skyward,Mary Alice Monroe,2003,Mira Books,http://images.amazon.com/images/P/1551667002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667002.01.LZZZZZZZ.jpg
30933,0060540753,Patron Saint of Liars : A Novel,Ann Patchett,2003,Perennial,http://images.amazon.com/images/P/0060540753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060540753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060540753.01.LZZZZZZZ.jpg
31273,0380779617,Annie's Song,Catherine Anderson,1996,Avon,http://images.amazon.com/images/P/0380779617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380779617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380779617.01.LZZZZZZZ.jpg
31331,0064440508,A Kiss for Little Bear,Else Holmelund Minarik,1984,HarperTrophy,http://images.amazon.com/images/P/0064440508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064440508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064440508.01.LZZZZZZZ.jpg
31390,044021422X,Jewels,Danielle Steel,1993,Dell,http://images.amazon.com/images/P/044021422X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021422X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021422X.01.LZZZZZZZ.jpg
31425,0440226449,Freedomland,Richard Price,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440226449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226449.01.LZZZZZZZ.jpg
31488,0440484332,Superfudge (Yearling Books (Paperback)),Judy Blume,1981,Yearling Books,http://images.amazon.com/images/P/0440484332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440484332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440484332.01.LZZZZZZZ.jpg
31549,1551666758,The Perfect Lie,Dinah Mccall,2003,Mira,http://images.amazon.com/images/P/1551666758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666758.01.LZZZZZZZ.jpg
31597,0395977894,Fast Food Nation,Eric Schlosser,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0395977894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395977894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395977894.01.LZZZZZZZ.jpg
31609,1573221112,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam,http://images.amazon.com/images/P/1573221112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573221112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573221112.01.LZZZZZZZ.jpg
31614,0871137534,The Dress Lodger,Sheri Holman,2000,Pub Group West,http://images.amazon.com/images/P/0871137534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871137534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871137534.01.LZZZZZZZ.jpg
31642,055326611X,EVEN COWGIRLS GET THE BLUES,TOM ROBBINS,1984,Bantam,http://images.amazon.com/images/P/055326611X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055326611X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055326611X.01.LZZZZZZZ.jpg
31683,0449216861,Silence in Hanover Close,Anne Perry,1996,Fawcett Books,http://images.amazon.com/images/P/0449216861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449216861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449216861.01.LZZZZZZZ.jpg
31739,0786889616,Parallel Lies,Ridley Pearson,2002,Hyperion Press,http://images.amazon.com/images/P/0786889616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889616.01.LZZZZZZZ.jpg
31755,0671020323,"Brooke (Orphans Miniseries, Book 3)",V. C. Andrews,1998,Pocket,http://images.amazon.com/images/P/0671020323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671020323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671020323.01.LZZZZZZZ.jpg
